"Data exported from:",http://scotssyntaxatlas.ac.uk/api/v1/csv/locations
display_town,display_lat,display_lng,num,qids,id,geo
Leven,56.19632,-2.996578,4,"188,295,670,671",102,"{""type"":""Feature"",""properties"":{""name"":""Leven"",""id"":""102""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.066197,56.251401],[-3.057733,56.161277],[-3.0548,56.163285],[-3.053255,56.164002],[-3.05171,56.164241],[-3.048191,56.166773],[-3.045788,56.167681],[-3.04347,56.168159],[-3.040552,56.167395],[-3.039093,56.167012],[-3.037977,56.165913],[-3.028622,56.171074],[-3.022871,56.172555],[-3.017893,56.174276],[-3.015919,56.178432],[-3.013,56.180343],[-3.010082,56.180725],[-3.004246,56.183018],[-2.996864,56.188272],[-2.996864,56.191807],[-2.986479,56.197442],[-2.982445,56.200784],[-2.976093,56.203076],[-2.968369,56.20699],[-2.957726,56.209855],[-2.934208,56.212241],[-2.922192,56.211955],[-2.910175,56.210236],[-2.898846,56.20742],[-2.893353,56.20699],[-2.887516,56.204603],[-2.879448,56.199638],[-2.875843,56.1962],[-2.883053,56.193144],[-2.879105,56.192762],[-2.873783,56.194481],[-2.868805,56.194194],[-2.866573,56.192762],[-2.866402,56.190183],[-2.86932,56.187413],[-2.863483,56.186075],[-2.855072,56.188845],[-2.850094,56.188177],[-2.846456,56.18641],[-2.854405,56.274576],[-3.066197,56.251401]]]}}"
Linlithgow,55.9716266,-3.6025847,2,"524,525",103,"{""type"":""Feature"",""properties"":{""name"":""Linlithgow"",""id"":""103""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.670787,55.96508],[-3.555594,55.897634],[-3.510086,55.974176],[-3.50926,55.994474],[-3.662582,55.990972],[-3.670787,55.96508]]]}}"
Lochee,56.471204,-3.016911,2,"185,700",104,"{""type"":""Feature"",""properties"":{""name"":""Lochee"",""id"":""104""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.029734,56.451389],[-3.026133,56.451393],[-3.022356,56.451345],[-3.018923,56.451345],[-3.01594,56.451416],[-3.015481,56.450754],[-3.015481,56.450754],[-3.015481,56.450754],[-3.015481,56.450754],[-3.015481,56.450754],[-3.007552,56.482562],[-3.023585,56.499766],[-3.029734,56.451389]]]}}"
Lybster,58.304216,-3.285232,4,"627,628,629,630",105,"{""type"":""Feature"",""properties"":{""name"":""Lybster"",""id"":""105""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.594036,58.207032],[-3.563607,58.148058],[-3.507385,58.175048],[-3.460693,58.209791],[-3.424988,58.246669],[-3.356323,58.277732],[-3.276672,58.297944],[-3.210754,58.307324],[-3.173676,58.337614],[-3.144836,58.351307],[-3.123578,58.362915],[-3.124811,58.363782],[-3.134335,58.370476],[-3.305625,58.490672],[-3.594036,58.207032]]]}}"
Macduff,57.67059,-2.497849,4,"477,478,479,480",106,"{""type"":""Feature"",""properties"":{""name"":""Macduff"",""id"":""106""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-2.545687,57.587045],[-2.239773,57.670288],[-2.215118,57.676989],[-2.215118,57.676989],[-2.240524,57.683597],[-2.259064,57.68066],[-2.275543,57.686166],[-2.289276,57.690204],[-2.28653,57.69424],[-2.298889,57.694607],[-2.322235,57.690204],[-2.324982,57.678457],[-2.349701,57.669645],[-2.361374,57.678457],[-2.383347,57.668911],[-2.398453,57.669278],[-2.408066,57.671114],[-2.447205,57.671481],[-2.459221,57.672216],[-2.466087,57.671481],[-2.471924,57.670839],[-2.476215,57.673501],[-2.48394,57.672766],[-2.489433,57.671848],[-2.496643,57.673317],[-2.49939,57.670012],[-2.504196,57.668543],[-2.505913,57.667166],[-2.508831,57.666156],[-2.510891,57.664963],[-2.514153,57.664687],[-2.519817,57.666248],[-2.521191,57.668452],[-2.523937,57.671022],[-2.529087,57.669829],[-2.535361,57.67026],[-2.540417,57.669003],[-2.545395,57.669829],[-2.55518,57.670655],[-2.545687,57.587045]]]}}"
Maybole,55.35302,-4.679055,4,"317,318,319,320",107,"{""type"":""Feature"",""properties"":{""shape"":""Poly"",""name"":""Maybole"",""id"":""107""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.923499,55.183444],[-4.887685,55.155914],[-4.520545,55.055222],[-4.441821,55.088862],[-4.429206,55.153452],[-4.707186,55.420314],[-4.718769,55.42714],[-4.727211,55.426091],[-4.734764,55.424533],[-4.744034,55.420051],[-4.755707,55.413815],[-4.756393,55.408748],[-4.76944,55.400561],[-4.7715,55.384962],[-4.770126,55.373258],[-4.770813,55.363503],[-4.785233,55.356868],[-4.807205,55.347889],[-4.813385,55.337737],[-4.825745,55.333441],[-4.845657,55.322894],[-4.841537,55.317424],[-4.837418,55.30531],[-4.834671,55.292801],[-4.836731,55.279506],[-4.846344,55.269337],[-4.85321,55.257599],[-4.858017,55.254468],[-4.86351,55.242726],[-4.858017,55.232547],[-4.862137,55.225499],[-4.870377,55.218057],[-4.891663,55.210614],[-4.909515,55.199251],[-4.923499,55.183444]]]}}"
Mayfield,55.871502,-3.039861,4,"77,102,103,144",108,"{""type"":""Feature"",""properties"":{""name"":""Mayfield"",""id"":""108""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.12069167133185,55.79884549258554],[-3.111911575993031,55.758879069947874],[-3.1034588229522946,55.75292811602944],[-2.9395516280616274,55.73633718745862],[-2.928800447390238,55.746118056869854],[-2.9868405789476298,55.96445649674065],[-3.12069167133185,55.79884549258554]]]}}"
Millport,55.7535865,-4.9286167,2,"586,587",109,"{""type"":""Feature"",""properties"":{""shape"":""Poly"",""name"":""Millport"",""id"":""109""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-5.39772,55.619467],[-5.392914,55.608996],[-5.381927,55.596195],[-5.365448,55.58145],[-5.350342,55.575239],[-5.347595,55.565922],[-5.340729,55.545338],[-5.353088,55.535237],[-5.353088,55.525521],[-5.350342,55.513471],[-5.355148,55.506083],[-5.343475,55.505694],[-5.330429,55.500639],[-5.325623,55.495193],[-5.324249,55.482745],[-5.320816,55.469124],[-5.300903,55.46056],[-5.28923,55.453552],[-5.265198,55.44849],[-5.257645,55.440311],[-5.236359,55.438363],[-5.220566,55.434857],[-5.188293,55.434078],[-5.169067,55.438363],[-5.150528,55.442648],[-5.127869,55.443037],[-5.108643,55.4407],[-5.09903,55.447321],[-5.090103,55.450047],[-5.08255,55.459392],[-5.07843,55.466789],[-5.085983,55.477491],[-5.09388,55.485468],[-5.094223,55.496749],[-5.088387,55.501222],[-5.08049,55.503944],[-5.078773,55.509194],[-5.090446,55.511138],[-5.101089,55.51697],[-5.118599,55.521829],[-5.127525,55.527076],[-5.129242,55.532905],[-5.115166,55.541065],[-5.106239,55.542619],[-5.099716,55.543784],[-5.09491,55.548446],[-5.087013,55.549417],[-5.08049,55.550777],[-5.092163,55.558738],[-5.09903,55.563981],[-5.104866,55.570387],[-5.118942,55.575045],[-5.134735,55.57621],[-5.147095,55.57718],[-5.152588,55.581644],[-5.155334,55.589987],[-5.147781,55.591927],[-5.144348,55.595807],[-5.135078,55.601239],[-5.129929,55.602402],[-5.126839,55.610548],[-5.133362,55.619467],[-5.134735,55.629159],[-5.136108,55.642337],[-5.146408,55.651248],[-5.150528,55.660158],[-5.150528,55.664806],[-5.156708,55.676423],[-5.169067,55.684553],[-5.19104,55.695003],[-5.197906,55.700807],[-5.214386,55.706224],[-5.230865,55.713187],[-5.248718,55.718989],[-5.271378,55.72131],[-5.283737,55.718989],[-5.294037,55.713187],[-5.289917,55.708158],[-5.282364,55.703903],[-5.292664,55.704677],[-5.305023,55.708158],[-5.317383,55.707772],[-5.326309,55.696164],[-5.330429,55.689198],[-5.343475,55.686101],[-5.359955,55.680682],[-5.370941,55.672164],[-5.378494,55.664806],[-5.381927,55.652411],[-5.384674,55.636523],[-5.394974,55.630709],[-5.39772,55.619467]]],[[[-4.950714,55.749917],[-4.948654,55.742574],[-4.942131,55.742187],[-4.938011,55.745086],[-4.932175,55.75011],[-4.924622,55.753202],[-4.916382,55.754168],[-4.916039,55.751077],[-4.916382,55.746246],[-4.912605,55.744893],[-4.902649,55.751849],[-4.896126,55.75977],[-4.894409,55.765952],[-4.899216,55.771939],[-4.899216,55.775221],[-4.898186,55.782751],[-4.897842,55.791631],[-4.905396,55.792403],[-4.909172,55.790666],[-4.915352,55.791438],[-4.920845,55.789701],[-4.928055,55.78584],[-4.930801,55.780821],[-4.932175,55.777538],[-4.935608,55.77387],[-4.937325,55.769428],[-4.944534,55.765565],[-4.946594,55.75977],[-4.947968,55.756873],[-4.950714,55.749917]]]]}}"
Minishant,55.394952,-4.6388,4,"329,330,331,332",110,"{""type"":""Feature"",""properties"":{""shape"":""Polygon"",""name"":""Minishant"",""id"":""110""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.707186015667391,55.420314497285865],[-4.42920579307457,55.153451627389956],[-4.376972252026425,55.33247082027903],[-4.405413966857061,55.36773653714019],[-4.424782917656304,55.385575406804364],[-4.707186015667391,55.420314497285865]]]}}"
Moffat,55.335208,-3.440337,4,"113,116,118,129",111,"{""type"":""Feature"",""properties"":{""shape"":""Poly"",""name"":""Moffat"",""id"":""111""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.7621163889798566,55.35225689221925],[-3.408767122014069,55.131995222008946],[-3.1068013859672874,55.290053620219624],[-3.184993361116041,55.39169666304829],[-3.376973329539555,55.540693238020026],[-3.5427783448674317,55.573631211414394],[-3.7621163889798566,55.35225689221925]]]}}"
Motherwell,55.7832092,-3.9810968,4,"119,120,124,125",112,"{""type"":""Feature"",""properties"":{""name"":""Motherwell"",""id"":""112""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.04213744944842,55.74444717688641],[-3.9233689868827053,55.65256727071722],[-3.853011802524825,55.78058705271403],[-3.8594392844241425,55.7996622680195],[-3.9884114946467033,55.828437148556404],[-4.0364487811787555,55.805194084519236],[-4.04213744944842,55.74444717688641]]]}}"
"North Queensferry",56.0101001,-3.3945959,4,"392,393,394,395",113,"{""type"":""Feature"",""properties"":{""name"":""North Queensferry"",""id"":""113""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.442744,56.022859],[-3.410053,56.01604],[-3.405075,56.010571],[-3.400955,56.008651],[-3.39838,56.008459],[-3.398552,56.009131],[-3.396149,56.009515],[-3.393745,56.006828],[-3.390141,56.005868],[-3.388596,56.008267],[-3.389626,56.009707],[-3.387566,56.011242],[-3.388767,56.013449],[-3.390312,56.015368],[-3.390141,56.017096],[-3.389111,56.018775],[-3.387909,56.022181],[-3.390656,56.023236],[-3.393917,56.023716],[-3.400784,56.023236],[-3.401642,56.024291],[-3.400097,56.025634],[-3.394775,56.02621],[-3.395462,56.028704],[-3.388939,56.024963],[-3.382244,56.025922],[-3.376579,56.029375],[-3.374004,56.029183],[-3.372803,56.028224],[-3.370571,56.027553],[-3.366623,56.027649],[-3.36319,56.026306],[-3.360271,56.026306],[-3.357353,56.026018],[-3.354092,56.026977],[-3.35083,56.027936],[-3.350487,56.030238],[-3.345337,56.031581],[-3.341473,56.03437],[-3.346367,56.035801],[-3.34568,56.037719],[-3.335724,56.039637],[-3.325768,56.038486],[-3.320618,56.033883],[-3.317863,56.036789],[-3.327724,56.041777],[-3.347445,56.051752],[-3.386887,56.071692],[-3.389969,56.072111],[-3.442744,56.022859]]]}}"
