"Data exported from:",http://scotssyntaxatlas.ac.uk/api/v1/csv/locations
display_town,display_lat,display_lng,num,qids,id,geo
Clydebank,55.900099,-4.404774,4,"431,432,433,434",37,"{""type"":""Feature"",""properties"":{""name"":""Clydebank"",""id"":""37""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.486424,55.916469],[-4.386192,55.849433],[-4.334473,55.852965],[-4.308892,56.072956],[-4.423951,56.137367],[-4.482852,55.9291],[-4.481649,55.929274],[-4.480791,55.92901],[-4.479718,55.928505],[-4.478559,55.928168],[-4.476843,55.927832],[-4.474869,55.927399],[-4.473495,55.92687],[-4.471908,55.926341],[-4.469504,55.925692],[-4.466758,55.924826],[-4.466929,55.92461],[-4.466414,55.924321],[-4.464869,55.923408],[-4.462295,55.9217],[-4.461436,55.920931],[-4.464655,55.919728],[-4.465084,55.919921],[-4.467702,55.920907],[-4.468818,55.921628],[-4.469805,55.921989],[-4.471521,55.922975],[-4.473839,55.923095],[-4.475384,55.92372],[-4.476585,55.924345],[-4.477272,55.924321],[-4.477787,55.924706],[-4.479804,55.924802],[-4.483849,55.925576],[-4.486424,55.916469]],[[-4.464226,55.919247],[-4.46105,55.92045],[-4.460492,55.920089],[-4.45972,55.919921],[-4.459076,55.919512],[-4.458218,55.918742],[-4.457788,55.918358],[-4.457359,55.91843],[-4.455643,55.916915],[-4.453497,55.915448],[-4.452682,55.914846],[-4.451523,55.914029],[-4.450021,55.912273],[-4.447103,55.910108],[-4.443927,55.908328],[-4.44118,55.90751],[-4.44015,55.907222],[-4.439893,55.906885],[-4.437876,55.906307],[-4.43676,55.906259],[-4.434657,55.90585],[-4.433069,55.905754],[-4.431825,55.905706],[-4.430065,55.905586],[-4.429507,55.905634],[-4.425559,55.904816],[-4.420581,55.90383],[-4.417319,55.902795],[-4.410367,55.897959],[-4.408693,55.897093],[-4.407663,55.898031],[-4.407234,55.898392],[-4.406719,55.89844],[-4.40659,55.897983],[-4.407105,55.896997],[-4.407749,55.89613],[-4.40732,55.895721],[-4.405947,55.894831],[-4.403672,55.893435],[-4.402685,55.893435],[-4.402943,55.893628],[-4.40187,55.894951],[-4.399166,55.894133],[-4.399509,55.893459],[-4.398608,55.892834],[-4.396977,55.892208],[-4.396505,55.892256],[-4.395604,55.891943],[-4.395561,55.891751],[-4.394789,55.891655],[-4.39393,55.891342],[-4.39363,55.891125],[-4.392171,55.890668],[-4.393458,55.890379],[-4.397407,55.89163],[-4.397836,55.891582],[-4.400368,55.892473],[-4.400325,55.892641],[-4.401612,55.893002],[-4.402428,55.893002],[-4.40187,55.892473],[-4.399037,55.891318],[-4.39393,55.889898],[-4.388866,55.888767],[-4.3823,55.887154],[-4.381571,55.886986],[-4.381142,55.887082],[-4.38097,55.886865],[-4.380455,55.886384],[-4.378138,55.88571],[-4.37758,55.885277],[-4.376464,55.884747],[-4.375563,55.884603],[-4.374661,55.88429],[-4.37067,55.883929],[-4.370456,55.883736],[-4.37346,55.883953],[-4.372945,55.883568],[-4.369984,55.883038],[-4.369984,55.882846],[-4.372516,55.883207],[-4.36861,55.882436],[-4.368095,55.882172],[-4.368997,55.882268],[-4.371271,55.882653],[-4.369898,55.881955],[-4.369555,55.881955],[-4.367967,55.881353],[-4.366894,55.880727],[-4.366937,55.880366],[-4.36655,55.880174],[-4.364147,55.880824],[-4.364491,55.880439],[-4.366121,55.880053],[-4.365692,55.879957],[-4.36522,55.879957],[-4.364748,55.879813],[-4.364576,55.87974],[-4.365392,55.879668],[-4.364362,55.8795],[-4.364619,55.879379],[-4.36316,55.878537],[-4.362216,55.878537],[-4.36213,55.878103],[-4.358096,55.876515],[-4.357152,55.876828],[-4.357495,55.876298],[-4.356337,55.87584],[-4.355006,55.875287],[-4.354448,55.875335],[-4.352174,55.874516],[-4.350586,55.874107],[-4.350457,55.87377],[-4.349771,55.87377],[-4.349728,55.873433],[-4.349256,55.873433],[-4.349256,55.873144],[-4.348783,55.87312],[-4.34741,55.87259],[-4.346981,55.872831],[-4.343376,55.87129],[-4.342861,55.87076],[-4.342089,55.870471],[-4.34093,55.87011],[-4.339857,55.870134],[-4.339771,55.869869],[-4.337754,55.869749],[-4.335737,55.869388],[-4.334235,55.869219],[-4.3326,55.869116],[-4.332704,55.86822],[-4.335995,55.868449],[-4.337411,55.868352],[-4.33814,55.868521],[-4.340973,55.869003],[-4.343076,55.869532],[-4.344106,55.869821],[-4.344449,55.869773],[-4.351959,55.872012],[-4.352131,55.871651],[-4.351745,55.868762],[-4.351187,55.866233],[-4.352517,55.865342],[-4.353976,55.872711],[-4.356294,55.874203],[-4.359298,55.875215],[-4.363718,55.877165],[-4.364448,55.877357],[-4.371099,55.880077],[-4.371786,55.880896],[-4.379082,55.884362],[-4.380798,55.883351],[-4.38097,55.883833],[-4.380369,55.884651],[-4.381399,55.885084],[-4.383116,55.884266],[-4.383974,55.88441],[-4.382772,55.885566],[-4.383631,55.886239],[-4.386034,55.887058],[-4.389639,55.887828],[-4.392385,55.888406],[-4.393673,55.887298],[-4.394102,55.887635],[-4.39333,55.888743],[-4.398308,55.889801],[-4.401226,55.890716],[-4.402685,55.891005],[-4.403887,55.891197],[-4.404831,55.89062],[-4.406204,55.887828],[-4.40659,55.887178],[-4.40599,55.885108],[-4.405303,55.883351],[-4.406118,55.882292],[-4.407406,55.881305],[-4.40865,55.880439],[-4.40865,55.879909],[-4.409337,55.880029],[-4.409208,55.880559],[-4.408779,55.881064],[-4.40805,55.881618],[-4.407191,55.882244],[-4.407148,55.882653],[-4.407964,55.882316],[-4.408994,55.881642],[-4.410238,55.880944],[-4.411182,55.880511],[-4.411654,55.881257],[-4.41071,55.881811],[-4.409981,55.882268],[-4.408565,55.882894],[-4.407578,55.88352],[-4.40702,55.884386],[-4.407835,55.885782],[-4.408264,55.88725],[-4.407063,55.890042],[-4.406548,55.890283],[-4.406633,55.890884],[-4.406762,55.89163],[-4.40732,55.89281],[-4.408994,55.894085],[-4.411869,55.89613],[-4.412298,55.896034],[-4.412856,55.895769],[-4.413414,55.895769],[-4.412684,55.896323],[-4.413543,55.897261],[-4.41483,55.89844],[-4.415731,55.898705],[-4.416761,55.899571],[-4.41865,55.900558],[-4.420667,55.90152],[-4.42307,55.90241],[-4.424486,55.902771],[-4.426117,55.903036],[-4.427233,55.903397],[-4.428735,55.903517],[-4.429593,55.903685],[-4.431653,55.903998],[-4.434657,55.904263],[-4.434958,55.904046],[-4.433627,55.9033],[-4.431524,55.902482],[-4.430881,55.902218],[-4.430881,55.901857],[-4.430065,55.9014],[-4.429722,55.901159],[-4.42925,55.901472],[-4.428735,55.901207],[-4.428906,55.900919],[-4.428391,55.900413],[-4.427533,55.900197],[-4.425945,55.899499],[-4.426889,55.899667],[-4.427876,55.899884],[-4.428306,55.899764],[-4.427662,55.899307],[-4.428434,55.899523],[-4.429893,55.900197],[-4.430451,55.900437],[-4.431739,55.901544],[-4.431868,55.901953],[-4.432383,55.902025],[-4.433112,55.902362],[-4.433541,55.902338],[-4.435,55.9033],[-4.43573,55.903397],[-4.436545,55.903661],[-4.437447,55.903661],[-4.437919,55.903565],[-4.438477,55.903709],[-4.439077,55.904263],[-4.441395,55.904575],[-4.441395,55.905225],[-4.441953,55.905369],[-4.446115,55.906885],[-4.448819,55.908689],[-4.45148,55.910637],[-4.45251,55.911455],[-4.453154,55.911672],[-4.453282,55.912297],[-4.456673,55.914774],[-4.459033,55.916602],[-4.459462,55.916506],[-4.458475,55.915688],[-4.45899,55.915472],[-4.459677,55.915279],[-4.459763,55.915736],[-4.45972,55.916121],[-4.460578,55.916145],[-4.461179,55.917083],[-4.461694,55.917468],[-4.463024,55.917973],[-4.463539,55.918694],[-4.464226,55.919247]]]}}"
Coaltown,56.184329,-3.124353,4,"455,456,457,463",38,"{""type"":""Feature"",""properties"":{""name"":""Coaltown"",""id"":""38""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.157792,56.158858],[-3.105972,56.132933],[-3.101578,56.136846],[-3.096256,56.140003],[-3.090248,56.139859],[-3.087502,56.139429],[-3.08424,56.139716],[-3.080292,56.144211],[-3.076,56.14794],[-3.069477,56.152243],[-3.064499,56.157788],[-3.057733,56.161277],[-3.066197,56.251401],[-3.101109,56.280741],[-3.157792,56.158858]]]}}"
Coatbridge,55.862241,-4.019337,4,"656,657,659,660",39,"{""type"":""Feature"",""properties"":{""name"":""Coatbridge"",""id"":""39""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.100145309127252,55.8787164151538],[-4.099754882405581,55.875175876294165],[-4.0364487811787555,55.805194084519236],[-3.9884114946467033,55.828437148556404],[-3.995933950698143,55.93451200014507],[-4.084728715246928,55.90611205826671],[-4.100145309127252,55.8787164151538]]]}}"
Cowdenbeath,56.114407,-3.341848,4,"369,370,679,680",40,"{""type"":""Feature"",""properties"":{""name"":""Cowdenbeath"",""id"":""40""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.386887,56.071692],[-3.347445,56.051752],[-3.327724,56.041777],[-3.317863,56.036789],[-3.313065,56.036377],[-3.312378,56.037911],[-3.310318,56.03887],[-3.306541,56.039733],[-3.310146,56.040596],[-3.310318,56.04213],[-3.310146,56.043856],[-3.306713,56.045103],[-3.304138,56.047883],[-3.301392,56.047595],[-3.298739,56.047012],[-3.297958,56.0498],[-3.294353,56.052868],[-3.288174,56.049896],[-3.283539,56.050567],[-3.287315,56.052293],[-3.284225,56.05584],[-3.281479,56.056223],[-3.278904,56.056607],[-3.276072,56.057613],[-3.272038,56.058092],[-3.264914,56.059674],[-3.261137,56.059865],[-3.259163,56.059003],[-3.255472,56.060057],[-3.250923,56.060872],[-3.248005,56.057757],[-3.24543,56.057469],[-3.242254,56.056319],[-3.240538,56.055888],[-3.240194,56.056702],[-3.238564,56.056175],[-3.237619,56.055073],[-3.235989,56.055648],[-3.234701,56.054018],[-3.230581,56.055456],[-3.224659,56.057038],[-3.222513,56.056511],[-3.223286,56.057996],[-3.222942,56.058763],[-3.225517,56.060728],[-3.223372,56.062405],[-3.219325,56.063041],[-3.249524,56.079987],[-3.25,56.116165],[-3.349761,56.143241],[-3.386887,56.071692]]]}}"
Craigmillar,55.930604,-3.143311,2,"684,685",41,"{""type"":""Feature"",""properties"":{""name"":""Craigmillar"",""id"":""41""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.191314,55.951581],[-3.166788,55.866806],[-3.138316,55.843604],[-3.086849,55.949031],[-3.095055,55.949008],[-3.111534,55.955735],[-3.132133,55.966689],[-3.15136,55.977448],[-3.155308,55.979177],[-3.157368,55.98225],[-3.170827,55.986966],[-3.191314,55.951581]]]}}"
"Crook of Devon",56.186683,-3.551488,4,"537,538,539,546",42,"{""type"":""Feature"",""properties"":{""name"":""Crook of Devon"",""id"":""42""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.678928,56.174337],[-3.664289,56.125868],[-3.543844,56.092895],[-3.4641,56.161811],[-3.441725,56.234313],[-3.532414,56.314731],[-3.559303,56.330304],[-3.678928,56.174337]]]}}"
Cullen,57.691635,-2.821937,4,"399,400,401,402",43,"{""type"":""Feature"",""properties"":{""name"":""Cullen"",""id"":""43""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-2.896166,57.700695],[-2.888168,57.618618],[-2.827452,57.565649],[-2.764066,57.574454],[-2.754852,57.691217],[-2.759285,57.694974],[-2.764778,57.692589],[-2.773018,57.69314],[-2.781258,57.69424],[-2.786064,57.697176],[-2.792931,57.700662],[-2.796021,57.699745],[-2.799797,57.696075],[-2.80323,57.695892],[-2.80632,57.69736],[-2.810783,57.695892],[-2.819023,57.695708],[-2.825203,57.692222],[-2.845802,57.698277],[-2.847176,57.706715],[-2.857475,57.706348],[-2.864685,57.70378],[-2.871552,57.703964],[-2.877731,57.704514],[-2.887001,57.701579],[-2.896166,57.700695]]]}}"
Cupar,56.320235,-3.010137,2,"668,669",44,"{""type"":""Feature"",""properties"":{""name"":""Cupar"",""id"":""44""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.1213,56.328214],[-3.109097,56.290759],[-3.101109,56.280741],[-3.066197,56.251401],[-2.854405,56.274576],[-2.83979,56.321127],[-2.834323,56.353264],[-2.860222,56.359735],[-2.863312,56.362778],[-2.872238,56.358974],[-2.879448,56.362207],[-2.885284,56.362588],[-2.889061,56.363348],[-2.883911,56.368673],[-2.869148,56.368293],[-2.859535,56.371715],[-2.854385,56.368673],[-2.843399,56.372571],[-2.843571,56.371145],[-2.838764,56.37086],[-2.833614,56.374852],[-2.828979,56.376563],[-2.826233,56.378749],[-2.822113,56.38027],[-2.816277,56.383597],[-2.81044,56.388728],[-2.805634,56.418459],[-2.803574,56.430991],[-2.802887,56.443897],[-2.811127,56.442759],[-2.81868,56.444656],[-2.859879,56.438583],[-2.872925,56.448072],[-2.883911,56.451867],[-2.899017,56.451867],[-2.922363,56.451867],[-2.944336,56.44162],[-2.948456,56.435546],[-2.968369,56.428333],[-2.993774,56.420358],[-3.03414,56.416681],[-3.0439,56.413332],[-3.050006,56.407504],[-3.069992,56.401554],[-3.080292,56.399465],[-3.087502,56.39671],[-3.090935,56.394809],[-3.095913,56.393574],[-3.105526,56.392244],[-3.116341,56.391864],[-3.125095,56.387398],[-3.141918,56.383502],[-3.1213,56.328214]]]}}"
Dalbeattie,54.934219,-3.822527,4,"610,611,612,643",45,"{""type"":""Feature"",""properties"":{""shape"":""Poly"",""name"":""Dalbeattie"",""id"":""45""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.635052,54.877206],[-3.845579,55.212174],[-4.007925,55.055077],[-3.896444,54.797708],[-3.887444,54.801674],[-3.880577,54.802466],[-3.875771,54.802862],[-3.869247,54.806028],[-3.865814,54.811964],[-3.858948,54.815722],[-3.854828,54.814931],[-3.849678,54.815129],[-3.841782,54.814535],[-3.836288,54.816118],[-3.829765,54.821657],[-3.824615,54.824228],[-3.828392,54.826997],[-3.831139,54.826601],[-3.835945,54.82759],[-3.842468,54.834511],[-3.852425,54.839059],[-3.862038,54.843408],[-3.861008,54.846967],[-3.852768,54.850327],[-3.850365,54.848746],[-3.844872,54.846571],[-3.838005,54.845188],[-3.833885,54.846374],[-3.838692,54.850525],[-3.846588,54.853094],[-3.847618,54.855466],[-3.839378,54.853489],[-3.842125,54.856651],[-3.848648,54.858035],[-3.851395,54.86258],[-3.848648,54.865148],[-3.844185,54.863765],[-3.840408,54.865939],[-3.838005,54.863765],[-3.834229,54.857442],[-3.827362,54.851711],[-3.822556,54.846374],[-3.815002,54.844199],[-3.807449,54.845385],[-3.808823,54.84756],[-3.806076,54.850327],[-3.810196,54.853489],[-3.810196,54.851711],[-3.815346,54.853292],[-3.817406,54.85843],[-3.825645,54.860011],[-3.825302,54.864358],[-3.823586,54.869297],[-3.828735,54.872853],[-3.828735,54.875224],[-3.823242,54.876014],[-3.821526,54.871866],[-3.817406,54.872458],[-3.819809,54.875619],[-3.822556,54.880162],[-3.819122,54.880755],[-3.814659,54.878977],[-3.814316,54.875026],[-3.811569,54.870285],[-3.801613,54.866334],[-3.795433,54.864753],[-3.789597,54.860604],[-3.789253,54.856059],[-3.785477,54.853489],[-3.77346,54.856256],[-3.760071,54.857837],[-3.755608,54.860011],[-3.752861,54.863173],[-3.746681,54.862777],[-3.742218,54.864951],[-3.742561,54.868112],[-3.735352,54.871668],[-3.726425,54.876014],[-3.731232,54.879174],[-3.724709,54.880755],[-3.715782,54.88115],[-3.701706,54.884112],[-3.701706,54.88194],[-3.698959,54.880359],[-3.69175,54.880359],[-3.646431,54.879372],[-3.635052,54.877206]]]}}"
Dalkeith,55.893118,-3.066606,4,"721,722,724,725",46,"{""type"":""Feature"",""properties"":{""name"":""Dalkeith"",""id"":""46""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.138316,55.843604],[-3.120692,55.798845],[-2.986841,55.964456],[-2.986841,55.964456],[-2.992257,55.957769],[-2.997894,55.95612],[-3.003902,55.95612],[-3.007679,55.953621],[-3.02124,55.951122],[-3.034973,55.954678],[-3.0439,55.953525],[-3.055401,55.948623],[-3.062096,55.946605],[-3.069649,55.945163],[-3.086849,55.949031],[-3.138316,55.843604]]]}}"
Denholm,55.458606,-2.682608,4,"439,440,441,442",47,"{""type"":""Feature"",""properties"":{""name"":""Denholm"",""id"":""47""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-2.62142,55.642656],[-2.730495,55.555566],[-2.754752,55.51448],[-2.659463,55.219847],[-2.647362,55.220211],[-2.641182,55.222561],[-2.631912,55.222561],[-2.635002,55.227457],[-2.632942,55.235484],[-2.632942,55.240182],[-2.628136,55.244488],[-2.619209,55.246641],[-2.614403,55.245075],[-2.611313,55.247228],[-2.624359,55.249576],[-2.634659,55.254077],[-2.645988,55.260142],[-2.625389,55.262294],[-2.627106,55.267772],[-2.622299,55.27051],[-2.620583,55.273444],[-2.616463,55.27716],[-2.613373,55.27892],[-2.609253,55.284199],[-2.601013,55.285959],[-2.594833,55.290065],[-2.58625,55.292215],[-2.574234,55.296515],[-2.574234,55.300815],[-2.566681,55.303551],[-2.561874,55.30746],[-2.557411,55.31254],[-2.558441,55.318011],[-2.550888,55.315666],[-2.541962,55.319769],[-2.531319,55.322406],[-2.525826,55.322015],[-2.522392,55.322504],[-2.518101,55.324262],[-2.515526,55.327582],[-2.512951,55.329926],[-2.507801,55.332953],[-2.502308,55.336858],[-2.502995,55.339787],[-2.498703,55.341642],[-2.497501,55.344766],[-2.493553,55.348475],[-2.486858,55.352671],[-2.473984,55.354721],[-2.467117,55.353159],[-2.461967,55.35355],[-2.458191,55.35394],[-2.454764,55.35648],[-2.62142,55.642656]]]}}"
Denny,56.021427,-3.90685,4,"90,91,92,93",48,"{""type"":""Feature"",""properties"":{""name"":""Denny"",""id"":""48""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.994492487357343,56.04602631374558],[-3.96962221041085,55.95638425281806],[-3.873894361293564,55.922009588978035],[-3.869850096857006,56.08541680085026],[-3.994492487357343,56.04602631374558]]]}}"
Dornoch,57.87907,-4.028026,2,"279,280",49,"{""type"":""Feature"",""properties"":{""name"":""Dornoch"",""id"":""49"",""shape"":""Polygon""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.263723,57.871554],[-4.257202,57.86941],[-4.241066,57.870506],[-4.233513,57.873792],[-4.227333,57.874705],[-4.209824,57.872331],[-4.200211,57.869958],[-4.190598,57.867036],[-4.175835,57.867949],[-4.175835,57.860462],[-4.167938,57.859731],[-4.162437,57.859289],[-4.156909,57.859411],[-4.15442,57.859548],[-4.151759,57.859617],[-4.148583,57.860233],[-4.146695,57.860964],[-4.145536,57.861672],[-4.144163,57.863041],[-4.14412,57.864274],[-4.144378,57.865278],[-4.144206,57.866283],[-4.143476,57.867013],[-4.142318,57.867401],[-4.141202,57.868246],[-4.139743,57.869182],[-4.138713,57.869981],[-4.137211,57.869866],[-4.135494,57.869821],[-4.134336,57.869159],[-4.13352,57.868497],[-4.133005,57.86763],[-4.132705,57.866717],[-4.132705,57.865895],[-4.132576,57.865096],[-4.133456,57.864012],[-4.132962,57.863315],[-4.133627,57.862699],[-4.134121,57.862562],[-4.134979,57.862665],[-4.136975,57.862528],[-4.137897,57.862653],[-4.13897,57.862596],[-4.139593,57.862334],[-4.140022,57.861877],[-4.138842,57.861375],[-4.13764,57.861135],[-4.136009,57.860861],[-4.134808,57.860507],[-4.134636,57.86021],[-4.134614,57.859297],[-4.135194,57.859354],[-4.135666,57.85908],[-4.13661,57.859046],[-4.137383,57.858886],[-4.138176,57.858784],[-4.138305,57.858898],[-4.139571,57.858932],[-4.14088,57.858738],[-4.141781,57.858749],[-4.142017,57.858338],[-4.142125,57.85835],[-4.14221,57.858076],[-4.143498,57.857608],[-4.145365,57.858418],[-4.146566,57.858407],[-4.147382,57.85851],[-4.147832,57.858978],[-4.147789,57.859434],[-4.149334,57.859172],[-4.149249,57.85835],[-4.149742,57.85827],[-4.143648,57.854343],[-4.139528,57.855895],[-4.135494,57.85658],[-4.132919,57.856169],[-4.130559,57.855484],[-4.125624,57.854388],[-4.125624,57.855804],[-4.122877,57.855941],[-4.116096,57.854023],[-4.112835,57.848634],[-4.11026,57.848223],[-4.106827,57.854617],[-4.095154,57.861557],[-4.072495,57.867219],[-4.054985,57.867401],[-4.043999,57.867219],[-4.037819,57.867401],[-4.032326,57.866488],[-4.025116,57.863932],[-4.019623,57.862105],[-4.019623,57.859548],[-4.010353,57.860644],[-4.010696,57.864297],[-4.01516,57.877078],[-4.010696,57.880912],[-4.013786,57.887117],[-4.010353,57.891862],[-4.004087,57.895785],[-4.00177,57.900985],[-3.992844,57.903722],[-4.001427,57.925423],[-4.002739,57.928326],[-4.004045,57.928682],[-4.004474,57.929594],[-4.005504,57.930482],[-4.006619,57.931667],[-4.007478,57.931667],[-4.008379,57.932191],[-4.009151,57.93251],[-4.009709,57.932373],[-4.007478,57.930414],[-4.008508,57.930665],[-4.010224,57.932077],[-4.010739,57.932009],[-4.009967,57.931143],[-4.012198,57.931189],[-4.012971,57.931963],[-4.013658,57.932578],[-4.015074,57.932442],[-4.018335,57.931166],[-4.020953,57.930163],[-4.02267,57.930118],[-4.025331,57.929206],[-4.026275,57.9285],[-4.030051,57.928044],[-4.031124,57.927634],[-4.033184,57.927543],[-4.034085,57.928158],[-4.034214,57.92891],[-4.033613,57.92973],[-4.035244,57.931075],[-4.038162,57.931166],[-4.045029,57.933353],[-4.055157,57.935723],[-4.066486,57.937363],[-4.070091,57.938274],[-4.07198,57.940005],[-4.074039,57.943468],[-4.076271,57.945017],[-4.081249,57.946748],[-4.081764,57.948843],[-4.082451,57.950665],[-4.073696,57.954764],[-4.06992,57.955766],[-4.068375,57.953762],[-4.06271,57.952487],[-4.058075,57.952851],[-4.055328,57.953671],[-4.053783,57.951394],[-4.053268,57.949845],[-4.051723,57.948934],[-4.05138,57.947476],[-4.047604,57.944561],[-4.045715,57.944197],[-4.042625,57.945837],[-4.038334,57.945928],[-4.036274,57.946292],[-4.035244,57.94693],[-4.030301,57.947292],[-4.18586,58.027438],[-4.263723,57.871554]],[[-4.029579,57.935176],[-4.027262,57.936087],[-4.025631,57.936087],[-4.022799,57.936816],[-4.021254,57.938092],[-4.021082,57.939368],[-4.020996,57.941008],[-4.02092,57.942458],[-4.005547,57.934538],[-4.005343,57.934086],[-4.006748,57.933946],[-4.008465,57.934583],[-4.012499,57.934994],[-4.014044,57.934902],[-4.016447,57.934492],[-4.016705,57.933991],[-4.01988,57.9339],[-4.023657,57.934583],[-4.025202,57.9339],[-4.026833,57.9339],[-4.028549,57.934173],[-4.029579,57.935176]]]}}"
Downfield,56.491098,-2.995564,4,"36,37,39,40",50,"{""type"":""Feature"",""properties"":{""name"":""Downfield"",""id"":""50""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.09652,56.67505],[-3.023585,56.499766],[-3.007552,56.482562],[-2.953336,56.461201],[-2.948456,56.46287],[-2.942276,56.464103],[-2.933865,56.46543],[-2.925282,56.465241],[-2.91687,56.465241],[-2.91687,56.466948],[-2.911377,56.467517],[-2.897301,56.46856],[-2.893009,56.468275],[-2.887173,56.468655],[-2.882366,56.465905],[-2.873611,56.464577],[-2.870865,56.463629],[-2.87035,56.462301],[-2.859364,56.466948],[-2.848325,56.46928],[-2.849633,56.502586],[-3.09652,56.67505]]]}}"
Dumbarton,55.945287,-4.564554,4,"165,166,167,168",51,"{""type"":""Feature"",""properties"":{""shape"":""Poly"",""name"":""Dumbarton"",""id"":""51""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.482852,55.9291],[-4.423951,56.137367],[-4.478194,56.201385],[-4.718628,56.202885],[-4.746094,56.197537],[-4.768066,56.186839],[-4.814072,56.137133],[-4.818878,56.122591],[-4.836731,56.116084],[-4.843597,56.107278],[-4.851151,56.094641],[-4.866257,56.075485],[-4.87999,56.060536],[-4.880676,56.050567],[-4.872437,56.043281],[-4.866257,56.034842],[-4.86763,56.023332],[-4.868317,56.011434],[-4.854584,56.004524],[-4.852524,55.999533],[-4.85733,55.990316],[-4.849777,55.985707],[-4.827118,55.984555],[-4.814072,55.984555],[-4.803085,55.984555],[-4.793472,55.985707],[-4.781799,55.988012],[-4.768753,55.987628],[-4.770813,55.992621],[-4.76532,55.996077],[-4.776993,56.001837],[-4.791412,56.000685],[-4.798965,56.01297],[-4.805832,56.013353],[-4.815445,56.021413],[-4.831238,56.040212],[-4.839478,56.050567],[-4.840164,56.065136],[-4.840164,56.074718],[-4.834671,56.080083],[-4.828491,56.076634],[-4.825745,56.067053],[-4.818878,56.063603],[-4.822311,56.059003],[-4.814758,56.0498],[-4.799652,56.034459],[-4.786606,56.021029],[-4.786606,56.01604],[-4.77356,56.014121],[-4.766006,56.008363],[-4.74678,56.005292],[-4.723434,56.001453],[-4.714508,55.994925],[-4.702148,55.993773],[-4.696655,55.98686],[-4.697342,55.980714],[-4.686012,55.975335],[-4.690475,55.973414],[-4.700775,55.974951],[-4.705238,55.973414],[-4.705238,55.967266],[-4.696312,55.966305],[-4.686699,55.970532],[-4.680176,55.968803],[-4.676743,55.963038],[-4.665413,55.958426],[-4.657516,55.959579],[-4.652367,55.958234],[-4.637947,55.953044],[-4.622154,55.949777],[-4.613571,55.946893],[-4.598122,55.943817],[-4.588852,55.939202],[-4.570999,55.938433],[-4.561043,55.935933],[-4.54937,55.934972],[-4.530144,55.933049],[-4.516068,55.930933],[-4.506111,55.930356],[-4.482852,55.9291]]]}}"
Dumfries,55.070859,-3.60512,4,"575,576,577,578",52,"{""type"":""Feature"",""properties"":{""shape"":""Polygon"",""name"":""Dumfries"",""id"":""52""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.845579,55.212174],[-3.635052,54.877206],[-3.634926,54.877812],[-3.626518,54.876409],[-3.618279,54.875026],[-3.613129,54.874631],[-3.609009,54.873446],[-3.605576,54.871668],[-3.596306,54.872458],[-3.594589,54.875421],[-3.596306,54.88352],[-3.590469,54.887667],[-3.574333,54.892208],[-3.570557,54.90129],[-3.563004,54.907804],[-3.566093,54.912146],[-3.570557,54.915106],[-3.5709,54.923788],[-3.579483,54.924774],[-3.586693,54.929115],[-3.587379,54.93661],[-3.586006,54.944499],[-3.5812,54.951203],[-3.576393,54.961257],[-3.58326,54.965593],[-3.58532,54.97584],[-3.576736,54.979387],[-3.57811,54.994161],[-3.574333,54.996721],[-3.569527,54.992388],[-3.560257,54.985297],[-3.559914,54.978993],[-3.550644,54.976234],[-3.534851,54.969337],[-3.517342,54.967564],[-3.508759,54.968746],[-3.502235,54.96914],[-3.493652,54.967564],[-3.481636,54.967564],[-3.472023,54.968746],[-3.464127,54.971111],[-3.4552,54.973673],[-3.444108,54.981152],[-3.444282,54.980406],[-3.444185,54.980263],[-3.408767,55.131995],[-3.762116,55.352257],[-3.802603,55.340372],[-3.845579,55.212174]]]}}"
