"Data exported from:",http://scotssyntaxatlas.ac.uk/api/v1/csv/attributes
pid,code,pname,pdesc,atname,atdescription,aid,soundclips
40,D39,"POLARITY - NAE",,"<b>I'dnae</b> seen her for years.",,274
40,D40,"POLARITY - NAE",,"<b>I'venae</b> been there before.",,275
40,D41,"POLARITY - NAE",,"<b>We'renae</b> going to catch it now.",,276
40,n10,"POLARITY - NAE",,"He <b>willnae</b> be bothered.",,125,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/n10-120.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n10-121.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n10-122.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n10-123.mp3"
40,n12,"POLARITY - NAE",,"I <b>amnae</b> ready.",,126,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n12-125.mp3
40,n15,"POLARITY - NAE",,"<b>Arnae</b> you fed up of moving about?",,127
40,n18,"POLARITY - NAE",,"<b>Willnae</b> he be angry?",,128
40,n19,"POLARITY - NAE",,"<b>Dinnae</b> we get a shot?",,207
40,n4,"POLARITY - NAE",,"Brian <b>isnae</b> like that.",,120
40,n5,"POLARITY - NAE",,"He <b>wisnae</b> there.",,121
40,N53,"POLARITY - NAE",,"<b>Cannae</b> I get a shot?",,219
40,n57,"POLARITY - NAE",,"I <b>dunnoo</b> like coffee.",,217
40,n58,"POLARITY - NAE",,"Brian <b>isnoo</b> like that.",,218
40,n6,"POLARITY - NAE",,"I <b>dinnae</b> like coffee.",,122,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/n6-139.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n6-140.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n6-141.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n6-142.mp3"
40,N60,"POLARITY - NAE",,"He <b>winna</b> be bothered.",,187,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/N60-147.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/N60-148.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/N60-149.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/N60-150.mp3"
40,n7,"POLARITY - NAE",," I <b>didnae</b> like it at all.",,123,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/n7-26.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n7-27.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n7-269.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n7-270.mp3"
40,n8,"POLARITY - NAE",,"I <b>havnae</b> been there before.",,124,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/n8-162.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n8-163.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n8-164.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n8-165.mp3"
19,n39,"POLARITY - NEGATIVE CONCORD",,"I <b>cannae</b> see <b>nothing</b>.",,139,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/n39-67.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n39-68.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n39-69.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n39-70.mp3"
19,n40,"POLARITY - NEGATIVE CONCORD",," I <b>cannae</b> see <b>nothing naewhere</b>.",,211
19,n41,"POLARITY - NEGATIVE CONCORD",,"I <b>didnae</b> see it <b>naewhere</b>.",,140,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n41-219.mp3
19,n42,"POLARITY - NEGATIVE CONCORD",,"There <b>wisnae naebody</b> outside.",,141
19,n43,"POLARITY - NEGATIVE CONCORD",,"There <b>wisnae naebody naewhere</b>.",,142,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n43-227.mp3
19,n44,"POLARITY - NEGATIVE CONCORD",,"There <b>wisnae naebody</b> anywhere.",,143
19,n45,"POLARITY - NEGATIVE CONCORD",,"There <b>wisnae</b> anybody <b>naewhere</b>.",,144
19,n46,"POLARITY - NEGATIVE CONCORD",," I <b>didnae</b> see <b>nae</b> shoes.",,145
19,n47,"POLARITY - NEGATIVE CONCORD",,"I <b>didnae</b> see <b>nothing</b> like that.",,146
19,n48,"POLARITY - NEGATIVE CONCORD",,"They'll <b>no</b> have <b>nothing</b> like that.",,220
19,n49,"POLARITY - NEGATIVE CONCORD",," They <b>don't</b> sell <b>nothing</b> like that.",,221
19,n50,"POLARITY - NEGATIVE CONCORD",," I <b>hardly</b> bought <b>nothing</b>.",,212
19,n51,"POLARITY - NEGATIVE CONCORD",,"He <b>doesnae</b> stay here <b>no more</b>.",,213
19,n52,"POLARITY - NEGATIVE CONCORD",,"<b>None</b> of the singers was <b>nae</b> good!",,214
57,n1,"POLARITY - NEVER",," I <b>never</b> saw you.",,119,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/n1-126.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n1-127.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n1-128.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/n1-129.mp3"
57,n2,"POLARITY - NEVER",,"He's <b>never</b> out his bed yet.",,280
18,n37,"POLARITY - OTHER",," I <b>cannae no</b> see them.",,210
18,s8,"POLARITY - OTHER",,"We were stuck in traffic for ages, <b>were we</b>?",,292
58,d10,"POLARITY - Ø ELEMENTS",,"I <b>na</b> been there before.",,250
58,d18,"POLARITY - Ø ELEMENTS",,"I <b>daa</b> ken.",,180,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/d18-157.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/d18-158.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/d18-159.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/d18-160.mp3"
58,D38,"POLARITY - Ø ELEMENTS",,"I <b>caa</b> mind his name.",,273
58,d9,"POLARITY - Ø ELEMENTS",,"I <b>na</b> want to be late.",,252,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/d9-191.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/d9-192.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/d9-194.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/d9-195.mp3"
12,g10,PREPOSITIONS,,"Turn on the telly <b>til</b> we hear the news.",,104
12,g12,PREPOSITIONS,,"His dad <b>was</b> Govan as well.",,105
12,g15,PREPOSITIONS,,"I got that one <b>off of</b> my pal.",,101
12,g4,PREPOSITIONS,,"Do you have anything to <b>wipe up that</b> with?",,97
12,g5,PREPOSITIONS,,"Nearly all of them were closed <b>with</b> the council.",,98
12,g6,PREPOSITIONS,,"We were all petrified <b>fae</b> him.",,99
12,g7,PREPOSITIONS,,"I got that one <b>off</b> my pal.",,100
12,g8,PREPOSITIONS,,"They'll be finished <b>or</b> that time.",,102
12,g9,PREPOSITIONS,,"I said <b>til</b> her I'd see her later on.",,103
12,q10,PREPOSITIONS,," I'll have a <b>wee drop soup</b>.",,166
25,h13,"QUESTIONS - EH TAGS",,"Put it down there <b>eh</b>!",,189,https://scotssyntaxatlas.ac.uk/feature-sound-clips/h13-43.mp3
25,o13,"QUESTIONS - EH TAGS",,"You have milk in your tea, <b>eh</b>?",,222,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/o13-39.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o13-40.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o13-41.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o13-271.mp3"
25,o15,"QUESTIONS - EH TAGS",,"You've no seen the new Star Wars film, <b>eh no</b>?",,225
25,o16,"QUESTIONS - EH TAGS",,"Naebody liked that one, <b>eh no</b>?",,226
25,o17,"QUESTIONS - EH TAGS",,"<b>Eh</b> you're leaving?",,227
25,o18,"QUESTIONS - EH TAGS",,"<b>Eh you're no</b> ready to leave?",,228
48,o41,"QUESTIONS - SURE",,"<b>Sure</b> Jim's fae Inverness?",,231
21,o10,"QUESTIONS - WH-QUESTIONS",,"<b>How</b> do you think that?",,209
21,o11,"QUESTIONS - WH-QUESTIONS",,"<b>How</b> do you think he's doing that?",,149
21,o12,"QUESTIONS - WH-QUESTIONS",,"What <b>did you get all</b> for Christmas?",,206
21,o19,"QUESTIONS - WH-QUESTIONS",,"<b>What like</b> was the weather?",,260,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/o19-103.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o19-104.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o19-105.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o19-106.mp3"
21,o20,"QUESTIONS - WH-QUESTIONS",,"<b>Where</b> are you <b>about</b>?",,151,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o20-196.mp3
21,o24,"QUESTIONS - WH-QUESTIONS",,"She told me <b>what fine</b> these pies were, and where you could get them.",,223
21,o31,"QUESTIONS - WH-QUESTIONS",,"<b>Whatna</b> tea is this?",,154,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/o31-161.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o31-178.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o31-179.mp3"
21,o7,"QUESTIONS - WH-QUESTIONS",,"<b>How</b> can I no come in?",,148,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/o7-200.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o7-274.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o7-275.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/o7-276.mp3"
11,f1,"VERBS & ARGUMENTS - LIGHT VERBS",,"Could you <b>give me a loan</b> of your pen?",,90
11,f2,"VERBS & ARGUMENTS - LIGHT VERBS",,"Have you <b>made a visit</b> to the dentists yet?",,91
11,f3,"VERBS & ARGUMENTS - LIGHT VERBS",,"She'll no <b>give him a dance</b>!",,92
11,f4,"VERBS & ARGUMENTS - LIGHT VERBS",," I'll <b>give him a look-in</b>.",,93
11,f5,"VERBS & ARGUMENTS - LIGHT VERBS",,"The kettle's no <b>through the boil</b> yet.",,94
11,f6,"VERBS & ARGUMENTS - LIGHT VERBS",,"<b>Give it a skelp</b>!",,95
4,b23,"VERBS & ARGUMENTS - PASSIVES",,"<b>I'm finished</b> my soup now.",,55
4,b24,"VERBS & ARGUMENTS - PASSIVES",,"<b>Are you done</b> your dinner yet?",,56
4,e1,"VERBS & ARGUMENTS - PASSIVES",," His van <b>needs washed</b>.",,259,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/e1-6.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/e1-7.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/e1-8.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/e1-9.mp3"
4,e2,"VERBS & ARGUMENTS - PASSIVES",,"That baby <b>wants fed</b>.",,85
4,e3,"VERBS & ARGUMENTS - PASSIVES",,"Most teddies <b>like cuddled</b>.",,86
4,e6,"VERBS & ARGUMENTS - PASSIVES",,"Sounds like the dog <b>wants out</b>.",,89
53,v1,"VERBS & ARGUMENTS - PROMISE CONTROL",,"<b>You promised me to be</b> here early!",,200
15,i1,"VERBS & ARGUMENTS - THAT'S NP BEEN",,"<b>That's him been</b> sacked again.",,111
15,i2,"VERBS & ARGUMENTS - THAT'S NP BEEN",,"<b>That's there been</b> rain every day this week.",,112
54,r1,"VERBS & ARGUMENTS - TRANSITIVE EXPLETIVES",,"<b>There's something fallen</b> down the sink.",,286
54,r2,"VERBS & ARGUMENTS - TRANSITIVE EXPLETIVES",,"<b>There are some other people been</b> seated already.",,289
54,r4,"VERBS & ARGUMENTS - TRANSITIVE EXPLETIVES",,"<b>There's some idiot smashed</b> the window.",,264
51,g1,"VERBS & ARGUMENTS - Ø VERBS",,"<b>I'll away</b> up the road.",,96,"https://scotssyntaxatlas.ac.uk/feature-sound-clips/g1-278.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/g1-279.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/g1-280.mp3,https://scotssyntaxatlas.ac.uk/feature-sound-clips/g1-281.mp3"
51,g14,"VERBS & ARGUMENTS - Ø VERBS",,"<b>On your shoes</b>, we're going out.",,277
51,g2,"VERBS & ARGUMENTS - Ø VERBS",,"Before I'm even finished speaking, <b>he ons his coat</b> and storms out!",,278
